tweet_text	label_text	cleaned_text_bert	cleaned_text_bertweet
RT @CNN: Fire destroyed a family's home during #Harvey, but this Virgin Mary statue survived https://t.co/n2n9aHCoh0 https://t.co/oGIyo461Zj	infrastructure_and_utility_damage	Fire destroyed a family's home during Harvey, but this Virgin Mary statue survived	Fire destroyed a family's home during #Harvey, but this Virgin Mary statue survived https://t.co/n2n9aHCoh0 https://t.co/oGIyo461Zj
Let the celebration begin with a Mora Primavera! Cocktail created by Otto Diakonidze via @shakestirusa https://t.co/gMQCh4TgFa	not_humanitarian	Let the celebration begin with a Mora Primavera! Cocktail created by Otto Diakonidze via	Let the celebration begin with a Mora Primavera! Cocktail created by Otto Diakonidze via @shakestirusa https://t.co/gMQCh4TgFa
Metallica Headlining Benefit Concert for California Wildfire Relief https://t.co/cA077vAUef #songmixing https://t.co/CvZAcmTJOV	not_humanitarian	Metallica Headlining Benefit Concert for California Wildfire Relief songmixing	Metallica Headlining Benefit Concert for California Wildfire Relief https://t.co/cA077vAUef #songmixing https://t.co/CvZAcmTJOV
@DrTorresLSU It has been 61 days without power for some of us on Vieques Puerto Rico!! Help us! https://t.co/j2o3gjwXxb	other_relevant_information	It has been 61 days without power for some of us on Vieques Puerto Rico!! Help us!	@DrTorresLSU It has been 61 days without power for some of us on Vieques Puerto Rico!! Help us! https://t.co/j2o3gjwXxb
Money and Power https://t.co/BFWLd5ntOt #florida #irma #solar https://t.co/SlviHeXCWW	not_humanitarian	Money and Power florida irma solar	Money and Power https://t.co/BFWLd5ntOt #florida #irma #solar https://t.co/SlviHeXCWW
Florida Hurricane #Irma Power Outage Numbers as of 9/18/2017 6:00 AM ET. PDF at: https://t.co/MdtDTxRJZf #FLResponds https://t.co/YYE2Ehjjed	other_relevant_information	Florida Hurricane Irma Power Outage Numbers as of 9/18/2017 6:00 AM ET. PDF at: FLResponds	Florida Hurricane #Irma Power Outage Numbers as of 9/18/2017 6:00 AM ET. PDF at: https://t.co/MdtDTxRJZf #FLResponds https://t.co/YYE2Ehjjed
Ecuadorian rescue workers arrive to #Mexico to help with earthquake rescue https://t.co/QBj4sfEvGU #EcuadorConMÃ©xico https://t.co/einZobcBw5	rescue_volunteering_or_donation_effort	Ecuadorian rescue workers arrive to Mexico to help with earthquake rescue EcuadorConMéxico	Ecuadorian rescue workers arrive to #Mexico to help with earthquake rescue https://t.co/QBj4sfEvGU #EcuadorConMéxico https://t.co/einZobcBw5
#IRMA NFL : Perfect pass from Alex Smith. BEAUTIFUL grab by tkelce. #ChiefsKingdom https://t.co/acENVA66cr (via…… https://t.co/Xr4j1UJHcG	not_humanitarian	IRMA NFL : Perfect pass from Alex Smith. BEAUTIFUL grab by tkelce. ChiefsKingdom (via......	#IRMA NFL : Perfect pass from Alex Smith. BEAUTIFUL grab by tkelce. #ChiefsKingdom https://t.co/acENVA66cr (via...... https://t.co/Xr4j1UJHcG
@jordan_porto your name is on an ornament for Puerto Rico á¾’6á¼¿Dâ€â™€ï¸ https://t.co/4jKPWzck5P	not_humanitarian	your name is on an ornament for Puerto Rico ᾒ6ἿD‍ female_sign	@jordan_porto your name is on an ornament for Puerto Rico ᾒ6ἿD‍♀️ https://t.co/4jKPWzck5P
Mission Aviation Fellowship to the rescue after Hurricane Maria https://t.co/5Nf6iyvEvc https://t.co/mdclS1QO8B	rescue_volunteering_or_donation_effort	Mission Aviation Fellowship to the rescue after Hurricane Maria	Mission Aviation Fellowship to the rescue after Hurricane Maria https://t.co/5Nf6iyvEvc https://t.co/mdclS1QO8B
A scene of devastation in west of Iran due to recent earthquake. https://t.co/7qbN3zpIJ5	infrastructure_and_utility_damage	A scene of devastation in west of Iran due to recent earthquake.	A scene of devastation in west of Iran due to recent earthquake. https://t.co/7qbN3zpIJ5
RT @MikeWCNC: Many streets here on Folly have water. Tornado threat now over for the moment. https://t.co/8eWh1kzXqZ	infrastructure_and_utility_damage	Many streets here on Folly have water. Tornado threat now over for the moment.	Many streets here on Folly have water. Tornado threat now over for the moment. https://t.co/8eWh1kzXqZ
Florida man faces child cruelty charges after police say his 19-month-old daughter was left outside during Tropical… https://t.co/NkbM8Eafbd	not_humanitarian	Florida man faces child cruelty charges after police say his 19-month-old daughter was left outside during Tropical...	Florida man faces child cruelty charges after police say his 19-month-old daughter was left outside during Tropical... https://t.co/NkbM8Eafbd
RT @WGNNews: Hurricane tracker: Follow Irma‚Äôs powerful path https://t.co/jDgBAqR7f2 https://t.co/nnb3FRqCLo	other_relevant_information	Hurricane tracker: Follow Irma's powerful path	Hurricane tracker: Follow Irma's powerful path https://t.co/jDgBAqR7f2 https://t.co/nnb3FRqCLo
#How Hurricane Harvey's cost stacks up against past disasters https://t.co/ofY1o3yGKk https://t.co/N7iYiCuigC	other_relevant_information	How Hurricane Harvey's cost stacks up against past disasters	#How Hurricane Harvey's cost stacks up against past disasters https://t.co/ofY1o3yGKk https://t.co/N7iYiCuigC
[ADV] Neil Billock On Rebuilding Puerto Rico: A Viable Market For SMBs To Penetrate https://t.co/vktGt3quYN https://t.co/kpGj4uMCyq	not_humanitarian	[ADV] Neil Billock On Rebuilding Puerto Rico: A Viable Market For SMBs To Penetrate	[ADV] Neil Billock On Rebuilding Puerto Rico: A Viable Market For SMBs To Penetrate https://t.co/vktGt3quYN https://t.co/kpGj4uMCyq
NY Times Fire Spread map for Tubbs Fire. https://t.co/i1ji731GXj https://t.co/3r9IAbm6Uc	other_relevant_information	NY Times Fire Spread map for Tubbs Fire.	NY Times Fire Spread map for Tubbs Fire. https://t.co/i1ji731GXj https://t.co/3r9IAbm6Uc
That is some epic PR shade. #EPA #Harvey #Pruitt https://t.co/8Fx7DFyUJN	not_humanitarian	That is some epic PR shade. EPA Harvey Pruitt	That is some epic PR shade. #EPA #Harvey #Pruitt https://t.co/8Fx7DFyUJN
RT @orlandosentinel: Hurricane Irma: checklist for people with diabetes https://t.co/kgZO9o9N9L https://t.co/GXPU5SMGox	other_relevant_information	Hurricane Irma: checklist for people with diabetes	Hurricane Irma: checklist for people with diabetes https://t.co/kgZO9o9N9L https://t.co/GXPU5SMGox
Stuff just coming in every day thank you Fifth District folks I know the people of Puerto Rico will be grateful. https://t.co/oqFCaXooTt	rescue_volunteering_or_donation_effort	Stuff just coming in every day thank you Fifth District folks I know the people of Puerto Rico will be grateful.	Stuff just coming in every day thank you Fifth District folks I know the people of Puerto Rico will be grateful. https://t.co/oqFCaXooTt
Sine Mora EX Gets a Switch eShop Trailer: Coming out Summer 2017 https://t.co/KsxSeyryNL https://t.co/qCdPnjcD64	not_humanitarian	Sine Mora EX Gets a Switch eShop Trailer: Coming out Summer 2017	Sine Mora EX Gets a Switch eShop Trailer: Coming out Summer 2017 https://t.co/KsxSeyryNL https://t.co/qCdPnjcD64
Local charity organization collects donations for Harvey animals https://t.co/vkHFSO30pj https://t.co/pqWHKciVC6	rescue_volunteering_or_donation_effort	Local charity organization collects donations for Harvey animals	Local charity organization collects donations for Harvey animals https://t.co/vkHFSO30pj https://t.co/pqWHKciVC6
Yo Harvey, Imma let you finish, but... https://t.co/6XYeQPIsqo	not_humanitarian	Yo Harvey, Imma let you finish, but...	Yo Harvey, Imma let you finish, but... https://t.co/6XYeQPIsqo
Who is to blame for Puerto Rico's current economic problems? The 1996 Congress, that's who https://t.co/wgVSWyoAkT https://t.co/EeaHKjgY51	not_humanitarian	Who is to blame for Puerto Rico's current economic problems? The 1996 Congress, that's who	Who is to blame for Puerto Rico's current economic problems? The 1996 Congress, that's who https://t.co/wgVSWyoAkT https://t.co/EeaHKjgY51
Table for 600? Dinner served for Hurricane Irma victims https://t.co/euQsVNSxjT https://t.co/KCv7kuKULK	rescue_volunteering_or_donation_effort	Table for 600? Dinner served for Hurricane Irma victims	Table for 600? Dinner served for Hurricane Irma victims https://t.co/euQsVNSxjT https://t.co/KCv7kuKULK
Free walkie-talkie app tops App Store charts ahead of Hurricane Irma https://t.co/bYT7mY8fzZ https://t.co/Vir8qlDrMk	other_relevant_information	Free walkie-talkie app tops App Store charts ahead of Hurricane Irma	Free walkie-talkie app tops App Store charts ahead of Hurricane Irma https://t.co/bYT7mY8fzZ https://t.co/Vir8qlDrMk
#MONEY #IRMA business Here's why Thailand wants more tourists who act like Australians https://t.co/RfK91RzMiD https://t.co/xZl3GD2z8Y …	not_humanitarian	MONEY IRMA business Here's why Thailand wants more tourists who act like Australians ...	#MONEY #IRMA business Here's why Thailand wants more tourists who act like Australians https://t.co/RfK91RzMiD https://t.co/xZl3GD2z8Y ...
RT @NWSMelbourne: Major Hurricane Irma expected to impact much of east central Florida late this weekend. https://t.co/tYeVpRFmkm	other_relevant_information	Major Hurricane Irma expected to impact much of east central Florida late this weekend.	Major Hurricane Irma expected to impact much of east central Florida late this weekend. https://t.co/tYeVpRFmkm
I love seeing work #hearttoheart is doing in Texas! #jnj @donateaphoto #HurricaneHarvey https://t.co/P85FeZvoQt https://t.co/PqNtMlptGA	rescue_volunteering_or_donation_effort	I love seeing work hearttoheart is doing in Texas! jnj HurricaneHarvey	I love seeing work #hearttoheart is doing in Texas! #jnj @donateaphoto #HurricaneHarvey https://t.co/P85FeZvoQt https://t.co/PqNtMlptGA
This may sound funny but it's true. 50 days &amp; counting without power here in Puerto Rico á½¢2 #PuertoRicoSeLevanta á¼Ÿ5á¼Ÿ7 https://t.co/WDWRLy5B51	not_humanitarian	This may sound funny but it's true. 50 days & counting without power here in Puerto Rico ὢ2 PuertoRicoSeLevanta ἟5἟7	This may sound funny but it's true. 50 days & counting without power here in Puerto Rico ὢ2 #PuertoRicoSeLevanta ἟5἟7 https://t.co/WDWRLy5B51
After 32 days of #HurricaneMaria , no electricity, only maintaining magnets (Transferring Liquid Nitrogen) https://t.co/TzF4XglVvE	infrastructure_and_utility_damage	After 32 days of HurricaneMaria , no electricity, only maintaining magnets (Transferring Liquid Nitrogen)	After 32 days of #HurricaneMaria , no electricity, only maintaining magnets (Transferring Liquid Nitrogen) https://t.co/TzF4XglVvE
#MONEY #IRMA CNNPolitics President Trump‚Äôs legal team reflects their chaotic client https://t.co/6KXUvMbkID https://t.co/bYxwO4oH1a ‚Äî C‚Ä¶	not_humanitarian	MONEY IRMA CNNPolitics President Trump's legal team reflects their chaotic client — C...	#MONEY #IRMA CNNPolitics President Trump's legal team reflects their chaotic client https://t.co/6KXUvMbkID https://t.co/bYxwO4oH1a — C...
Chelsea Clinton Blasts Trump For Helping Harveyâ€™s Victims, Gets EvisceratedÂ Instantly https://t.co/obmgJbFZjH https://t.co/hx3nvn7cxD	not_humanitarian	Chelsea Clinton Blasts Trump For Helping Harvey's Victims, Gets Eviscerated Instantly	Chelsea Clinton Blasts Trump For Helping Harvey's Victims, Gets Eviscerated Instantly https://t.co/obmgJbFZjH https://t.co/hx3nvn7cxD
We're live! Come join us at The Clinical School William Harvey lecture theatre #CSPostdocDay https://t.co/Hox9yfMdbT	not_humanitarian	We're live! Come join us at The Clinical School William Harvey lecture theatre CSPostdocDay	We're live! Come join us at The Clinical School William Harvey lecture theatre #CSPostdocDay https://t.co/Hox9yfMdbT
RT @mikebusterxp: People @Prestonwood continue to commit to serve, give and go. #harvey #Isaiah6:8 #sendme https://t.co/6P7EKMn15z	rescue_volunteering_or_donation_effort	People continue to commit to serve, give and go. harvey Isaiah6:8 sendme	People @Prestonwood continue to commit to serve, give and go. #harvey #Isaiah6:8 #sendme https://t.co/6P7EKMn15z
Discovering that Special Someone in Free Online Dating Sites puerto rico https://t.co/T2wNgOOEVl https://t.co/ef71Ju1tXT	not_humanitarian	Discovering that Special Someone in Free Online Dating Sites puerto rico	Discovering that Special Someone in Free Online Dating Sites puerto rico https://t.co/T2wNgOOEVl https://t.co/ef71Ju1tXT
Skeptics, PJ Harvey and Skeptics from Ali â˜ºï¸ https://t.co/szKtyWImlg	not_humanitarian	Skeptics, PJ Harvey and Skeptics from Ali smiling_face	Skeptics, PJ Harvey and Skeptics from Ali ☺️ https://t.co/szKtyWImlg
Hurricane Maria's path could mean big surf, beach erosion https://t.co/ptQIqFN4iF https://t.co/bYISImw2sN	other_relevant_information	Hurricane Maria's path could mean big surf, beach erosion	Hurricane Maria's path could mean big surf, beach erosion https://t.co/ptQIqFN4iF https://t.co/bYISImw2sN
https://t.co/wgVUF8tkDl Stop screwing around and send in Navy Amphibous AmTracks #HurricaneHarvey https://t.co/cjV86lrX23	not_humanitarian	Stop screwing around and send in Navy Amphibous AmTracks HurricaneHarvey	https://t.co/wgVUF8tkDl Stop screwing around and send in Navy Amphibous AmTracks #HurricaneHarvey https://t.co/cjV86lrX23
A Commitment to Community - CEO Claudia Della Mora Supports Foster https://t.co/0kgNAmYHV9 #self-help, #lifecoach https://t.co/1IRqSamH9i	not_humanitarian	A Commitment to Community - CEO Claudia Della Mora Supports Foster self-help, lifecoach	A Commitment to Community - CEO Claudia Della Mora Supports Foster https://t.co/0kgNAmYHV9 #self-help, #lifecoach https://t.co/1IRqSamH9i
Hapag Lloyd, Latin America Services – Impact of Hurricane Harvey https://t.co/MVCIHWYsbn https://t.co/3bNf2Wn6lo	other_relevant_information	Hapag Lloyd, Latin America Services – Impact of Hurricane Harvey	Hapag Lloyd, Latin America Services – Impact of Hurricane Harvey https://t.co/MVCIHWYsbn https://t.co/3bNf2Wn6lo
Don't Miss Getting Back Into The Behaviors That Made You GREAT in the First Place. #Miami #Irma #Maria #Cardio‚Ä¶ https://t.co/B4hMEA09Ym	not_humanitarian	Don't Miss Getting Back Into The Behaviors That Made You GREAT in the First Place. Miami Irma Maria Cardio...	Don't Miss Getting Back Into The Behaviors That Made You GREAT in the First Place. #Miami #Irma #Maria #Cardio... https://t.co/B4hMEA09Ym
Cleaning up after Irma and this is what I have to see online. :( didn't we have enough already? https://t.co/eiRoFujXUe	other_relevant_information	Cleaning up after Irma and this is what I have to see online. :( didn't we have enough already?	Cleaning up after Irma and this is what I have to see online. :( didn't we have enough already? https://t.co/eiRoFujXUe
My Ride Garage â€“ Orange County Choppers Hurricane HarveyÂ Relief https://t.co/0C0isz654f https://t.co/J4NIvUrb2e	not_humanitarian	My Ride Garage – Orange County Choppers Hurricane Harvey Relief	My Ride Garage – Orange County Choppers Hurricane Harvey Relief https://t.co/0C0isz654f https://t.co/J4NIvUrb2e
5pm Tuesday Tropical UPDATE...Maria still a Category 5 hurricane. Winds up to 165mph. Irma track included as well. https://t.co/q4sDK1P3LH	other_relevant_information	5pm Tuesday Tropical UPDATE...Maria still a Category 5 hurricane. Winds up to 165mph. Irma track included as well.	5pm Tuesday Tropical UPDATE...Maria still a Category 5 hurricane. Winds up to 165mph. Irma track included as well. https://t.co/q4sDK1P3LH
Congress returns to a bruising agenda of must-do items and deepening discord #Harvey https://t.co/8wfTkeCJKI https://t.co/EO6ZXLpgss	not_humanitarian	Congress returns to a bruising agenda of must-do items and deepening discord Harvey	Congress returns to a bruising agenda of must-do items and deepening discord #Harvey https://t.co/8wfTkeCJKI https://t.co/EO6ZXLpgss
Lago Luchetti Lago Luchetti is located in Yauco, Puerto Rico, The road that leads to the https://t.co/k6WetV5pMM https://t.co/4UN3humYwi	not_humanitarian	Lago Luchetti Lago Luchetti is located in Yauco, Puerto Rico, The road that leads to the	Lago Luchetti Lago Luchetti is located in Yauco, Puerto Rico, The road that leads to the https://t.co/k6WetV5pMM https://t.co/4UN3humYwi
(We definitely lucked out with Harvey) ...this was my mailbox last Sunday around 1am https://t.co/OloMJAm3uK	not_humanitarian	(We definitely lucked out with Harvey) ...this was my mailbox last Sunday around 1am	(We definitely lucked out with Harvey) ...this was my mailbox last Sunday around 1am https://t.co/OloMJAm3uK
Magnitude 5.7 #earthquake 58 miles from Arriaga, #Chiapas, Mexico Â· 5:06 AM September 24th https://t.co/HZwbhU3H0d	other_relevant_information	Magnitude 5.7 earthquake 58 miles from Arriaga, Chiapas, Mexico · 5:06 AM September 24th	Magnitude 5.7 #earthquake 58 miles from Arriaga, #Chiapas, Mexico · 5:06 AM September 24th https://t.co/HZwbhU3H0d
Disneyland during raging wildfire. California, October 9, 2017. Kennya Boulter via Reuters https://t.co/I9lOg3JrGe	not_humanitarian	Disneyland during raging wildfire. California, October 9, 2017. Kennya Boulter via Reuters	Disneyland during raging wildfire. California, October 9, 2017. Kennya Boulter via Reuters https://t.co/I9lOg3JrGe
Took all week but the pool is finally clean! #irma #nomaria #flwx #florida https://t.co/h2EHEs7c0z	not_humanitarian	Took all week but the pool is finally clean! irma nomaria flwx florida	Took all week but the pool is finally clean! #irma #nomaria #flwx #florida https://t.co/h2EHEs7c0z
Democrats say President Donald Trump agrees to deal on spending, debt, Harvey aid https://t.co/KZgyu8lOFe https://t.co/xCcsT0MaYw	not_humanitarian	Democrats say President Donald Trump agrees to deal on spending, debt, Harvey aid	Democrats say President Donald Trump agrees to deal on spending, debt, Harvey aid https://t.co/KZgyu8lOFe https://t.co/xCcsT0MaYw
Tonight in #Toronto, have tacos and help a cause #MexicoEarthquake â¤ï¸á½¤Cá¼¿B https://t.co/ivTAqjRWJs	not_humanitarian	Tonight in Toronto, have tacos and help a cause MexicoEarthquake red_heart ὤCἿB	Tonight in #Toronto, have tacos and help a cause #MexicoEarthquake ❤️ὤCἿB https://t.co/ivTAqjRWJs
Dallas charity overwhelmed by Harvey donations https://t.co/jigfzdqeNo https://t.co/vnlYpvvPzD	rescue_volunteering_or_donation_effort	Dallas charity overwhelmed by Harvey donations	Dallas charity overwhelmed by Harvey donations https://t.co/jigfzdqeNo https://t.co/vnlYpvvPzD
US teams help restore flood-hit schools... Read more: https://t.co/wnGcaFsSLe #lka #srilanka https://t.co/8X9rMZmsQV	rescue_volunteering_or_donation_effort	US teams help restore flood-hit schools... Read more: lka srilanka	US teams help restore flood-hit schools... Read more: https://t.co/wnGcaFsSLe #lka #srilanka https://t.co/8X9rMZmsQV
Fog rolling in is a welcome sight in fire ravaged Northern California! #BIF2017 https://t.co/Z4TIz0yELp	not_humanitarian	Fog rolling in is a welcome sight in fire ravaged Northern California! BIF2017	Fog rolling in is a welcome sight in fire ravaged Northern California! #BIF2017 https://t.co/Z4TIz0yELp
Sunday morning in Puerto Rico. 6 weeks later, cell coverage still incomplete https://t.co/rqnRB5aPsu	other_relevant_information	Sunday morning in Puerto Rico. 6 weeks later, cell coverage still incomplete	Sunday morning in Puerto Rico. 6 weeks later, cell coverage still incomplete https://t.co/rqnRB5aPsu
RT @KaleyelZenst: La mora beatch in marsa matroh in egypt https://t.co/I4gQMmXBVi	not_humanitarian	La mora beatch in marsa matroh in egypt	La mora beatch in marsa matroh in egypt https://t.co/I4gQMmXBVi
Outlook for Gas Prices for end of 2017 https://t.co/Um7nrch5yv $UGA #gasoline #oil https://t.co/FY1H6GH0Dv	not_humanitarian	Outlook for Gas Prices for end of 2017 $UGA gasoline oil	Outlook for Gas Prices for end of 2017 https://t.co/Um7nrch5yv $UGA #gasoline #oil https://t.co/FY1H6GH0Dv
"RTKXAN_News ""Austin nurse’s Puerto Rico aid pledge grows to major endeavor https://t.co/zFsGqVKi1j https://t.co/6ceCjWxESF"""	rescue_volunteering_or_donation_effort	"RTKXAN_News ""Austin nurse's Puerto Rico aid pledge grows to major endeavor"	"RTKXAN_News ""Austin nurse's Puerto Rico aid pledge grows to major endeavor https://t.co/zFsGqVKi1j https://t.co/6ceCjWxESF"""
Florida Megachurch Relief Team Returns From Houston &amp; Harvey to Face Irma at Home https://t.co/hHCPBTOgNE https://t.co/1ovFVpfeCQ	rescue_volunteering_or_donation_effort	Florida Megachurch Relief Team Returns From Houston & Harvey to Face Irma at Home	Florida Megachurch Relief Team Returns From Houston & Harvey to Face Irma at Home https://t.co/hHCPBTOgNE https://t.co/1ovFVpfeCQ
@cate_long will they let her speak...? #idontthinkso @POTUS @realDonaldTrump #repeal #jonesact #HurricaneMaria https://t.co/5msyeyjiuP	not_humanitarian	will they let her speak...? idontthinkso repeal jonesact HurricaneMaria	@cate_long will they let her speak...? #idontthinkso @POTUS @realDonaldTrump #repeal #jonesact #HurricaneMaria https://t.co/5msyeyjiuP
QMC News: 6 takeaways from the California wildfires https://t.co/zpGSOGfCva via @QuickMedClaims1 #QuickMedClaims https://t.co/cO6pJsvGo9	other_relevant_information	QMC News: 6 takeaways from the California wildfires via QuickMedClaims	QMC News: 6 takeaways from the California wildfires https://t.co/zpGSOGfCva via @QuickMedClaims1 #QuickMedClaims https://t.co/cO6pJsvGo9
#Maria continues to weaken. Trop storm conditions possible NC coast starting Tue. Storm then turns from U.S. @wdsu https://t.co/cLavQpRPR3	other_relevant_information	Maria continues to weaken. Trop storm conditions possible NC coast starting Tue. Storm then turns from U.S.	#Maria continues to weaken. Trop storm conditions possible NC coast starting Tue. Storm then turns from U.S. @wdsu https://t.co/cLavQpRPR3
Weakened dam the latest threat as Puerto Rico reels from hurricane https://t.co/k1DRlseVEe https://t.co/vIeiUDdrWK	infrastructure_and_utility_damage	Weakened dam the latest threat as Puerto Rico reels from hurricane	Weakened dam the latest threat as Puerto Rico reels from hurricane https://t.co/k1DRlseVEe https://t.co/vIeiUDdrWK
This is where $20million worth of #supercars took refuge from hurricane Irma ὠDὠD https://t.co/U6T6UINPAz https://t.co/zsd93Cl07l	not_humanitarian	This is where $20million worth of supercars took refuge from hurricane Irma ὠDὠD	This is where $20million worth of #supercars took refuge from hurricane Irma ὠDὠD https://t.co/U6T6UINPAz https://t.co/zsd93Cl07l
PHOTO: 'Suspicious' Instagram Activity Suggests Mora... https://t.co/xc3yC3IB5K via @FootballFunnys https://t.co/gHixfUatYD	not_humanitarian	PHOTO: 'Suspicious' Instagram Activity Suggests Mora... via	PHOTO: 'Suspicious' Instagram Activity Suggests Mora... https://t.co/xc3yC3IB5K via @FootballFunnys https://t.co/gHixfUatYD
The Trump Administration Is Using Hurricane Maria as an Excuse to Subsidize the Coal Industry - ... Trump Adminis... https://t.co/xNNnN5dr1s	not_humanitarian	The Trump Administration Is Using Hurricane Maria as an Excuse to Subsidize the Coal Industry - ... Trump Adminis...	The Trump Administration Is Using Hurricane Maria as an Excuse to Subsidize the Coal Industry - ... Trump Adminis... https://t.co/xNNnN5dr1s
Smog from all the power generators in San Juan, Puerto Rico. Image taken yesterday nearby PiÃ±ero Ave. á½¡E https://t.co/76tLcMsHwo	not_humanitarian	Smog from all the power generators in San Juan, Puerto Rico. Image taken yesterday nearby Piñero Ave. ὡE	Smog from all the power generators in San Juan, Puerto Rico. Image taken yesterday nearby Piñero Ave. ὡE https://t.co/76tLcMsHwo
(Edmonton Sun):Former #Edmonton #Oilers goalie Grant Fuhr escapes wildfires in California.. https://t.co/Cw1wkHpWcX https://t.co/292PN2nUep	not_humanitarian	(Edmonton Sun):Former Edmonton Oilers goalie Grant Fuhr escapes wildfires in California..	(Edmonton Sun):Former #Edmonton #Oilers goalie Grant Fuhr escapes wildfires in California.. https://t.co/Cw1wkHpWcX https://t.co/292PN2nUep
Just one more hour! Stop by any of these locations to help our friends and family affected by Hurricane Maria. https://t.co/oLQ3n5b2ty	rescue_volunteering_or_donation_effort	Just one more hour! Stop by any of these locations to help our friends and family affected by Hurricane Maria.	Just one more hour! Stop by any of these locations to help our friends and family affected by Hurricane Maria. https://t.co/oLQ3n5b2ty
Time-lapse video shows Northern California wildfire smoke in SF Bay. https://t.co/dFi8uDCtJU https://t.co/W2jA56S4zM	not_humanitarian	Time-lapse video shows Northern California wildfire smoke in SF Bay.	Time-lapse video shows Northern California wildfire smoke in SF Bay. https://t.co/dFi8uDCtJU https://t.co/W2jA56S4zM
Hurricane Maria and plight of Puerto Rico in its wake have been relatively ignored. https://t.co/gW25WDFKPo https://t.co/Nahwpt62KE	other_relevant_information	Hurricane Maria and plight of Puerto Rico in its wake have been relatively ignored.	Hurricane Maria and plight of Puerto Rico in its wake have been relatively ignored. https://t.co/gW25WDFKPo https://t.co/Nahwpt62KE
@SarahNEmerson The EPA conveniently doing maintenance on Puerto Rico Superfunds this weekend https://t.co/fBcQfMGE31	other_relevant_information	The EPA conveniently doing maintenance on Puerto Rico Superfunds this weekend	@SarahNEmerson The EPA conveniently doing maintenance on Puerto Rico Superfunds this weekend https://t.co/fBcQfMGE31
B.C. vintner's Signorello Estate winery destroyed in California wildfires https://t.co/rkyHQJRhrw https://t.co/P0Glac7U1d	infrastructure_and_utility_damage	B.C. vintner's Signorello Estate winery destroyed in California wildfires	B.C. vintner's Signorello Estate winery destroyed in California wildfires https://t.co/rkyHQJRhrw https://t.co/P0Glac7U1d
California's wildfires spouted a 500-mile stream of smoke visible from space: https://t.co/CEJ6915rpL https://t.co/bf8rlhNXAd	not_humanitarian	California's wildfires spouted a 500-mile stream of smoke visible from space:	California's wildfires spouted a 500-mile stream of smoke visible from space: https://t.co/CEJ6915rpL https://t.co/bf8rlhNXAd
Reserve Citizen Airmen deliver aid to #HurricaneMaria victims https://t.co/DHQ6ztr5L3 @AirForceReserve @MacDill https://t.co/y5yUKmSN9K	rescue_volunteering_or_donation_effort	Reserve Citizen Airmen deliver aid to HurricaneMaria victims	Reserve Citizen Airmen deliver aid to #HurricaneMaria victims https://t.co/DHQ6ztr5L3 @AirForceReserve @MacDill https://t.co/y5yUKmSN9K
Tropical Cyclone #Mora barreled through #Bangladesh earlier in the week á¼°A Get the story: https://t.co/Mv7JBdvGVs https://t.co/QFonEEhzgl	other_relevant_information	Tropical Cyclone Mora barreled through Bangladesh earlier in the week á1⁄4°A Get the story:	Tropical Cyclone #Mora barreled through #Bangladesh earlier in the week á1⁄4°A Get the story: https://t.co/Mv7JBdvGVs https://t.co/QFonEEhzgl
Hurricane Irma: EYE OF CATEGORY 5 HURRICANE IRMA CONTINUES PASSING JUST NORTH OF PUERTO RICO https://t.co/aY4EjIBnUF https://t.co/RcXc3kbnan	other_relevant_information	Hurricane Irma: EYE OF CATEGORY 5 HURRICANE IRMA CONTINUES PASSING JUST NORTH OF PUERTO RICO	Hurricane Irma: EYE OF CATEGORY 5 HURRICANE IRMA CONTINUES PASSING JUST NORTH OF PUERTO RICO https://t.co/aY4EjIBnUF https://t.co/RcXc3kbnan
This shit is so beautiful right here man. I miss Puerto Rico so much https://t.co/Xp2JTcg9Kq	not_humanitarian	This shit is so beautiful right here man. I miss Puerto Rico so much	This shit is so beautiful right here man. I miss Puerto Rico so much https://t.co/Xp2JTcg9Kq
Dr. Gupta left Puerto Rico to talk at #FNCE2017 room full of dietitians from all over https://t.co/8jpg7KFkWj	not_humanitarian	Dr. Gupta left Puerto Rico to talk at FNCE2017 room full of dietitians from all over	Dr. Gupta left Puerto Rico to talk at #FNCE2017 room full of dietitians from all over https://t.co/8jpg7KFkWj
Thiago Alves stands behind UFCPittsburgh withdrawal- Mike Perry has 'ass whooping' coming https://t.co/2ok2IdgeCj https://t.co/sl6GyDvNNy	not_humanitarian	Thiago Alves stands behind UFCPittsburgh withdrawal- Mike Perry has 'ass whooping' coming	Thiago Alves stands behind UFCPittsburgh withdrawal- Mike Perry has 'ass whooping' coming https://t.co/2ok2IdgeCj https://t.co/sl6GyDvNNy
FDA: Puerto Rico's critical medical device industry struggling after hurricanes https://t.co/4PubBZSOf3 https://t.co/0LnXxZZ72r	other_relevant_information	FDA: Puerto Rico's critical medical device industry struggling after hurricanes	FDA: Puerto Rico's critical medical device industry struggling after hurricanes https://t.co/4PubBZSOf3 https://t.co/0LnXxZZ72r
Fort Lauderdale News Search Reviews (Tracking Hurricane Irma 9/7 5AM) Fort Lauderdale News - https://t.co/Ejz9bBJRdB https://t.co/9Wo3ymjm7I	other_relevant_information	Fort Lauderdale News Search Reviews (Tracking Hurricane Irma 9/7 5AM) Fort Lauderdale News -	Fort Lauderdale News Search Reviews (Tracking Hurricane Irma 9/7 5AM) Fort Lauderdale News - https://t.co/Ejz9bBJRdB https://t.co/9Wo3ymjm7I
